,true_x,true_y,true_yaw,odo_x,odo_y,odo_yaw,z_x,z_y,u_dl,u_dtheta,z_n,u_dl_n,u_dtheta_n
0,0.1,0.0,0.01,0.108747038911,0.0,-0.00848756972097,0.0720454069681,0.161810209148,0.108747038911,-0.00848756972097,0.1,0.05,0.01
1,0.199995000042,0.000999983333417,0.02,0.172282418184,-0.000539273910952,0.0156241543364,0.0,0.0,0.06353766785,0.0241117240573,0.0,0.05,0.01
2,0.299975000708,0.00299985000275,0.03,0.25813082457,0.000802143994778,0.0369726652976,0.0,0.0,0.0858588858592,0.0213485109612,0.0,0.05,0.01
3,0.399930004083,0.005999400023,0.04,0.403416411481,0.00617618832879,0.0526200526714,0.0,0.0,0.1453849446,0.0156473873738,0.0,0.05,0.01
4,0.499850014749,0.00999833344166,0.05,0.50150332095,0.0113422956449,0.0637383717452,0.0,0.0,0.0982228612604,0.0111183190738,0.0,0.05,0.01
5,0.599725040789,0.0149962503687,0.06,0.589818614558,0.0169790039206,0.0736641123676,0.0,0.0,0.0884949917514,0.00992574062244,0.0,0.05,0.01
6,0.699545094782,0.0209926510167,0.07,0.687738244115,0.0242052420694,0.0863310344852,0.0,0.0,0.0981859071887,0.0126669221175,0.0,0.05,0.01
7,0.799300194808,0.0279869357504,0.08,0.748916335877,0.0294999705137,0.0857515765726,0.0,0.0,0.061406783509,-0.000579457912573,0.0,0.05,0.01
8,0.898980365438,0.0359784051473,0.09,0.795721785932,0.0335234785507,0.0939819905638,0.0,0.0,0.0469780669221,0.00823041399121,0.0,0.05,0.01
9,0.998575638739,0.0449662600671,0.1,0.873891883287,0.0408917664366,0.08555062602,0.0,0.0,0.0785165956152,-0.00843136454377,0.0,0.05,0.01
10,1.09807605527,0.0549496017318,0.11,1.06525376042,0.0573029516974,0.093868551808,0.0,0.0,0.19206429918,0.00831792578795,0.0,0.05,0.01
11,1.19747166506,0.0659274318155,0.12,1.03064797187,0.0540449818281,0.0956341779538,0.0,0.0,-0.0347588113786,0.00176562614583,0.0,0.05,0.01
12,1.29675252865,0.0778986525444,0.13,1.15189877358,0.0656761834687,0.108785040274,0.0,0.0,0.121807396192,0.0131508623204,0.0,0.05,0.01
13,1.39590871802,0.0908620668064,0.14,1.26927419655,0.0784954821752,0.110764948428,0.0,0.0,0.118073385385,0.00197990815348,0.0,0.05,0.01
14,1.49493031764,0.104816378271,0.15,1.34442719186,0.0868540110627,0.123328749636,0.0,0.0,0.0756163851941,0.0125638012087,0.0,0.05,0.01
15,1.59380742543,0.119760191518,0.16,1.44580700811,0.0994208354558,0.111062120628,0.0,0.0,0.102155725327,-0.0122666290083,0.0,0.05,0.01
16,1.69253015377,0.13569201218,0.17,1.52926402663,0.108728047937,0.124712891436,0.0,0.0,0.0839743898095,0.0136507708081,0.0,0.05,0.01
17,1.79108863046,0.152610247086,0.18,1.64494646293,0.123230403655,0.135946822886,0.0,0.0,0.116587925583,0.0112339314494,0.0,0.05,0.01
18,1.88947299974,0.170513204429,0.19,1.8181853861,0.146927853495,0.138111836591,0.0,0.0,0.174852205101,0.00216501370558,0.0,0.05,0.01
19,1.98767342325,0.189399093927,0.2,2.0382361324,0.177514190867,0.159247418274,0.0,0.0,0.222166277775,0.021135581683,0.0,0.05,0.01
